time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
69122662;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;1.0;3500.0;0.0;0.0;0.0;0.0;22.0;56.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;88;88;100;88;100;100;100;88;100;100;75;100;100;75;100;88;88;88;100;88;100;100;100;88;100;100;100;100;100;88;100;88
69122733;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;100;88;88;100;100;100;88;100;100;100;100;88;100;100;88;100;88;100;88;100;75;100;88;100;100;100;88;100;75
69122805;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;344666.65625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.78;18;100;88;88;88;100;88;88;88;100;100;88;100;100;88;100;88;100;100;100;88;100;88;100;100;75;88;100;100;100;88;100;75
69122872;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;56.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.6;18;100;100;100;100;100;100;100;100;87;100;87;100;100;87;100;75;100;87;100;87;87;87;100;100;87;87;100;87;100;87;100;75
69122935;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;1.0;4666.666504;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;88;100;88;100;88;100;100;88;100;100;100;100;100;100;100;100;100;100;88;88;88;100;75;88;100;100;100;100;88;100;88
69122996;0;3350;1;-11.0;11.0;-9.6e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.79;18;100;100;87;100;100;87;100;75;100;87;100;100;100;75;100;100;100;100;100;100;100;75;100;87;100;87;100;100;87;75;87;87
69123073;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;344666.65625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;88;100;88;88;88;88;100;100;88;100;100;100;75;88;100;100;100;100;88;88;75;100;88;88;100;100;88;100;75;88;100
69123137;0;3350;1;-11.0;11.0;-7.7e-07;;;;0.0;142.0;1.0;4000.0;0.0;0.0;0.0;0.0;22.0;112.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;88;100;88;100;88;88;88;100;88;88;88;100;100;100;100;88;88;100;88;100;75;88;88;100;100;100;88;88;88
69123202;0;3350;1;-11.0;11.0;-4.7e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310.0;376000.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;87;100;100;100;100;87;87;100;100;87;100;87;100;87;100;100;100;75;100;75;100;100;100;100;100;75;100;87;87;100
69123258;0;3350;1;-11.0;11.0;-6.3e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;120.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.78;18;100;88;100;88;88;88;88;100;100;100;88;88;100;88;100;100;100;100;100;75;100;88;100;88;88;88;100;75;100;88;100;100
69123325;0;3350;1;-11.0;11.0;-9.5e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;255.0;376000.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;87;100;87;75;87;100;100;100;87;100;100;100;87;100;87;100;75;100;100;100;87;87;87;87;100;87;100;100;75
69123376;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;112.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.39;18;100;100;100;88;88;100;100;88;100;75;100;88;100;88;88;88;100;100;100;88;100;88;100;88;100;100;100;75;100;88;100;75
69123453;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;1.0;4666.666504;0.0;0.0;0.0;0.0;0.0;302.0;344666.65625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.6;18;100;87;87;100;100;100;100;100;100;100;100;87;100;100;100;75;87;87;87;87;87;100;100;87;87;100;100;87;100;100;100;62
69123522;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;459555.5625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;88;88;88;100;75;88;88;100;88;88;88;100;88;100;100;75;88;100;88;100;75;100;88;100;88;75;100;100;100
69123576;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;56.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.79;18;100;87;100;100;100;100;100;87;100;87;100;100;100;87;100;87;100;87;87;100;87;87;100;75;100;75;87;87;100;100;87;87
69123643;0;3350;1;-11.0;11.0;-8.7e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;87;100;100;100;100;87;100;100;100;87;100;75;100;100;75;87;100;87;100;100;100;87;87;100;100;100;100;75;100;100;75;87
69123717;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;1.0;3500.0;0.0;0.0;0.0;0.0;22.0;112.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;88;100;88;88;88;100;88;88;88;100;100;100;88;88;88;100;100;100;88;100;88;100;75;100;100;88;75;100;75;88;88
69123781;0;3350;1;-11.0;11.0;-7.7e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;100;100;100;100;87;100;100;100;87;87;87;87;100;100;100;100;87;100;100;100;87;75;100;100;87;100;75;75;87
69123844;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215.0;318153.84375;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;87;100;87;100;100;100;87;87;87;100;87;87;75;87;100;87;87;87;87;100;87;87;87;100;100;100;87;100;87;100;100
69123901;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;1.0;4000.0;0.0;0.0;0.0;0.0;22.0;56.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;100;100;100;100;88;100;100;100;88;100;100;100;88;88;100;100;88;88;100;88;88;100;88;88;100;88;88;88;75;75;100
69123977;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.78;18;100;100;88;88;88;100;100;88;88;100;88;88;100;88;88;88;88;100;88;88;88;75;62;88;100;88;88;75;88;62;75;100
69124053;0;3350;1;-11.0;11.0;-9.4e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;275733.34375;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;1.2;18;100;88;88;88;100;88;100;88;100;100;88;88;100;75;100;100;100;88;88;88;100;88;100;75;88;100;75;100;100;88;100;100
69124129;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;175.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;951976;1719516;89;0.79;18;100;100;100;100;100;87;100;87;87;87;100;100;100;100;100;100;100;100;100;75;100;100;100;75;87;87;87;75;100;87;100;87
