timestamp,gn_rx_createpdpcontextreq_total,gn_rx_deletepdpcontextreq_total,gtp1_pdpctxs_active,fivegs_smffunction_sm_n4sessionreport_total,ues_active,gtp2_sessions_active,s5c_rx_createsession_total,s5c_rx_deletesession_total,gtp_new_node_failed_total,s5c_rx_parse_failed_total,fivegs_smffunction_sm_n4sessionreportsucc_total,fivegs_smffunction_sm_n4sessionestabreq_total,bearers_active,gn_rx_parse_failed_total,gtp_peers_active,"fivegs_smffunction_sm_sessionnbr{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_pdusessioncreationreq_total{plmnid="""",snssai=""""}","fivegs_smffunction_sm_pdusessioncreationreq_total{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_pdusessioncreationsucc_total{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_qos_flow_nbr{plmnid=""00101"",snssai=""1"",fiveqi=""9""}",process_max_fds,process_virtual_memory_max_bytes,process_cpu_seconds_total,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_open_fds
2025-11-14 11:00:03.736000061,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:04.022000074,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:04.328999996,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:04.624000072,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:04.944999933,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:05.226999998,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:05.529000044,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:05.828000069,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:06.124000072,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:06.427999973,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:06.726999998,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:07.023999929,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:07.323999882,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:07.624000072,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:07.927000046,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:08.223999977,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:08.523000001,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:08.836999893,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:09.122999907,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:09.421999931,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:09.723999977,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:10.029999971,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:10.331000090,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:10.638000011,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:10.943000078,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
2025-11-14 11:00:11.226999998,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3001,3121426432,73990144,196859,25
