timestamp,gn_rx_createpdpcontextreq_total,gn_rx_deletepdpcontextreq_total,gtp1_pdpctxs_active,fivegs_smffunction_sm_n4sessionreport_total,ues_active,gtp2_sessions_active,s5c_rx_createsession_total,s5c_rx_deletesession_total,gtp_new_node_failed_total,s5c_rx_parse_failed_total,fivegs_smffunction_sm_n4sessionreportsucc_total,fivegs_smffunction_sm_n4sessionestabreq_total,bearers_active,gn_rx_parse_failed_total,gtp_peers_active,"fivegs_smffunction_sm_sessionnbr{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_pdusessioncreationreq_total{plmnid="""",snssai=""""}","fivegs_smffunction_sm_pdusessioncreationreq_total{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_pdusessioncreationsucc_total{plmnid=""00101"",snssai=""1""}","fivegs_smffunction_sm_qos_flow_nbr{plmnid=""00101"",snssai=""1"",fiveqi=""9""}",process_max_fds,process_virtual_memory_max_bytes,process_cpu_seconds_total,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_open_fds
2025-11-14 11:02:01.078999996,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:01.378000021,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:01.683000088,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:01.977999926,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:02.280999899,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:02.595000029,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:02.881000042,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:03.178999901,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:03.484999895,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:03.786999941,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:04.082000017,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:04.382999897,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:04.690999985,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:04.983000040,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:05.286999941,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:05.595999956,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:05.884000063,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:06.181999922,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:06.483000040,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:06.782000065,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:07.078999996,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:07.388000011,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:07.688999891,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:07.980999947,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:08.282999992,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:08.592000008,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:08.888000011,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:09.184000015,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:09.480000019,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:09.785000086,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:10.089999914,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:10.387000084,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:10.690999985,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:11.003999949,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:11.308000088,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:11.596999884,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:11.884999990,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:12.191999912,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:12.509000063,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:12.792000055,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:13.098999977,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:13.388000011,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:13.698999882,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:13.987999916,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:14.292999983,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:14.588000059,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:14.887000084,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:15.187999964,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:15.492000103,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:15.789999962,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:16.095000029,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:16.384999990,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:16.690000057,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:16.990999937,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:17.289000034,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:17.595000029,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:17.897000074,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:18.197000027,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:18.503999949,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:18.799999952,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:19.091000080,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:19.391000032,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:19.700999975,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:19.989000082,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:20.286999941,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:20.591000080,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:20.891000032,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:21.201999903,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:21.489000082,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:21.795000076,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:22.096999884,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:22.391000032,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:22.694000006,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:23.000000000,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:23.298000097,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:23.596999884,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:23.895999908,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:24.198999882,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:24.502000093,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:24.801000118,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:25.107000113,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:25.391999960,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:25.697999954,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:25.993999958,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:26.292000055,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:26.595999956,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:26.907000065,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:27.197000027,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:27.520999907,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:27.796000004,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:28.115999937,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:28.394999981,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:28.701999903,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:29.010999918,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:29.299999952,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:29.598000050,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:29.903000116,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:30.196000099,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:30.505000114,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:30.815999985,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:31.095999956,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:31.398999929,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:31.707999945,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:32.003000021,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:32.293999910,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:32.598000050,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:32.900000095,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:33.213999987,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:33.494999886,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:33.803999901,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:34.102999926,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:34.398999929,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:34.696000099,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:35.017999887,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:35.312000036,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:35.599999905,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:35.898000002,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:36.203999996,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:36.510999918,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:36.796000004,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:37.109999895,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:37.405999899,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:37.707000017,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:38.002000093,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:38.305999994,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:38.602999926,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:38.904999971,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:39.207000017,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:39.503000020,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:39.803999901,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:40.111000061,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:40.400000095,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:40.700000048,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:41.009000063,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:41.328000069,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:41.602999926,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:41.918999910,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:42.204999924,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:42.516999960,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:42.811000109,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:43.108999968,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:43.404000044,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:43.700000048,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:44.002000093,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:44.305999994,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:44.615000010,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:44.917000055,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:45.223999977,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:45.517999887,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:45.828000069,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:46.134000063,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:46.411000013,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:46.703000069,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:47.009000063,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:47.305000067,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:47.608000040,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:47.903000116,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:48.229000092,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:48.506999969,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:48.806999922,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:49.104000092,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
2025-11-14 11:02:49.408999920,0,0,0,2205,65,0,0,0,0,0,2205,0,65,0,0,65,69,69,69,69,1048576,-1,3002,3121426432,73990144,196859,25
