timestamp,fivegs_ep_n3_gtp_indatapktn3upf_total,fivegs_ep_n3_gtp_outdatapktn3upf_total,fivegs_upffunction_sm_n4sessionestabreq_total,fivegs_upffunction_sm_n4sessionreport_total,fivegs_upffunction_sm_n4sessionreportsucc_total,fivegs_upffunction_upf_sessionnbr,"fivegs_upffunction_upf_qosflows{dnn=""internet""}",process_max_fds,process_virtual_memory_max_bytes,process_cpu_seconds_total,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_open_fds
2025-11-14 11:00:07.098999977,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:07.388000011,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:07.674999952,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:08.003999949,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:08.285000086,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:08.575000048,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:08.891000032,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:09.178999901,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:09.479000092,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:09.788000107,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:10.088999987,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:10.390000105,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:10.676000118,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:10.983000040,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:11.276000023,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:11.579999924,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:11.878999949,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:12.178999901,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:12.483000040,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:12.783999920,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:13.084000111,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:13.398000002,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:13.690000057,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:13.984999895,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:14.288000107,0,0,69,2205,2205,65,65,1048576,-1,67309,288829440,35618816,178917,12
2025-11-14 11:00:14.582999945,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:14.880000114,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:15.181999922,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:15.480999947,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:15.779999971,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:16.078000069,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:16.387000084,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:16.678999901,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:16.979000092,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:17.283999920,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:17.591000080,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:17.898000002,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:18.184000015,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:18.479000092,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:18.776999950,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:19.078999996,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:19.398999929,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:19.683000088,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:19.984999895,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:20.286999941,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:20.585999966,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:20.887000084,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:21.180000067,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
2025-11-14 11:00:21.503000020,0,0,69,2205,2205,65,65,1048576,-1,67310,288829440,35618816,178917,12
