time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
813600647;0;368500;1;28;0.0;0.0000052;n/a;n/a;n/a;27;64;1.1;1268523.500000;0;0.0;0.0;0.0;28;116;149193.718750;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;85;94;77;88;74;85;74;97;82;83;82;89;79;99;75;92;83;86;77;87;75;91;77;98;81;79;83;84;80;84;73;88
813601643;0;368500;1;30;0.0;0.0000018;n/a;n/a;n/a;27;64;1.1;464912.750000;0;0.0;0.0;0.0;28;116;229959.734375;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.0;16;69;85;77;91;75;86;71;92;73;87;77;85;78;97;78;93;72;86;88;84;73;86;70;100;78;87;79;89;86;89;73;90
813602641;0;368500;1;33;0.0;0.0000014;n/a;n/a;n/a;27;63;1.1;165502.640625;0;0.0;0.0;0.0;28;58;214518.515625;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.1;16;79;89;86;90;80;92;83;98;81;71;86;84;81;91;80;87;82;86;86;87;84;90;82;99;80;84;85;82;81;90;79;88
813603638;0;368500;1;26;0.0;-0.0000063;n/a;n/a;n/a;27;inf;1.0;2461077.750000;0;0.0;0.0;0.0;28;119;198794.515625;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.5;16;92;90;80;87;83;87;85;86;90;83;85;85;86;93;85;86;85;84;78;86;78;84;82;99;92;79;88;80;87;91;88;86
813604635;0;368500;1;29;0.0;0.0000029;n/a;n/a;n/a;28;63;1.1;1056000.000000;0;0.0;0.0;0.0;28;0.0;235733.328125;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;83;83;79;90;90;83;89;87;79;86;85;94;78;86;81;88;84;85;77;88;89;89;87;88;82;88;83;87;76;90;84;83
813605637;0;368500;1;30;0.0;-0.000017;n/a;n/a;n/a;27;inf;1.1;910183.562500;0;0.0;0.0;0.0;28;116;190454.109375;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;74;88;76;89;74;89;86;88;69;87;82;91;80;94;79;86;81;80;73;91;78;89;80;88;72;87;82;91;80;79;72;84
813606632;0;368500;1;35;0.0;-0.000033;n/a;n/a;n/a;27;63;1.0;27502.703125;0;0.0;0.0;0.0;28;116;165578.375000;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.1;16;69;86;79;85;75;93;72;81;68;84;70;86;73;86;90;87;70;87;75;92;71;98;73;81;73;86;71;89;71;81;94;97
813607631;0;368500;1;33;0.0;-0.000033;n/a;n/a;n/a;27;70;1.0;37165.917969;0;0.0;0.0;0.0;28;0.0;194762.328125;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;82;91;86;91;84;88;86;77;82;85;81;82;82;86;86;88;84;90;86;84;86;90;84;75;83;83;85;79;87;79;89;93
813608630;0;368500;1;37;0.0;-0.0000084;n/a;n/a;n/a;27;70;1.0;22588.234375;0;0.0;0.0;0.0;28;0.0;137411.765625;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;78;86;87;75;85;88;88;85;78;78;87;88;87;79;78;88;79;89;86;80;82;89;82;92;81;81;87;84;89;78;84;91
813609628;0;368500;1;37;0.0;-0.0000015;n/a;n/a;n/a;27;70;1.1;70655.171875;0;0.0;0.0;0.0;28;58;170655.171875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;87;86;79;88;85;83;74;91;86;92;81;88;76;77;77;87;87;87;78;93;82;84;81;84;83;91;80;86;76;75;75;82
813610626;0;368500;1;24;0.0;-0.0000028;n/a;n/a;n/a;27;inf;1.0;3583180.250000;0;0.0;0.0;0.0;28;58;171737.703125;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.8;16;80;91;70;85;84;90;86;90;90;84;91;87;81;72;78;89;82;91;79;81;83;87;86;93;87;83;87;82;88;80;78;85
813611625;0;368500;1;35;0.0;-0.0000020;n/a;n/a;n/a;27;64;1.0;216035.390625;0;0.0;0.0;0.0;28;58;161769.906250;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;85;85;76;79;82;87;83;85;82;85;77;89;88;86;86;87;89;86;79;76;86;76;81;85;80;84;78;88;87;90;79;85
813612623;0;368500;1;36;0.0;-0.0000058;n/a;n/a;n/a;27;64;1.1;83176.468750;0;0.0;0.0;0.0;28;58;160941.171875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;75;90;78;86;90;74;81;82;77;82;74;90;83;85;85;87;80;90;79;88;86;81;77;83;75;85;72;91;79;82;90;91
813613622;0;368500;1;36;0.0;-0.0000077;n/a;n/a;n/a;27;63;1.0;26556.015625;0;0.0;0.0;0.0;28;116;160697.093750;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;76;85;89;81;82;86;81;93;77;80;80;84;80;89;91;82;79;86;89;78;81;87;77;93;79;82;77;79;84;87;88;83
813614618;0;368500;1;34;0.0;0.0000044;n/a;n/a;n/a;27;65;1.0;76347.171875;0;0.0;0.0;0.0;28;0.0;150249.062500;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;83;84;79;82;89;89;82;89;80;85;79;83;91;82;83;87;85;85;81;81;85;88;80;84;79;84;78;89;90;85;83;83
813615616;0;368500;1;38;0.0;-0.000015;n/a;n/a;n/a;27;70;1.0;21654.134766;0;0.0;0.0;0.0;28;58;153172.937500;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;89;80;82;94;82;84;81;64;72;89;82;80;81;84;87;91;89;82;83;90;79;81;81;84;80;89;80;75;82;87;84;92
813616614;0;368500;1;31;0.0;-0.0000077;n/a;n/a;n/a;27;inf;1.2;285386.125000;0;0.0;0.0;0.0;28;135;195287.125000;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;81;88;80;96;78;82;91;79;76;85;80;88;75;81;83;89;79;84;79;89;77;75;86;82;76;82;83;92;79;77;80;86
813617608;0;368500;1;29;0.0;-0.0000016;n/a;n/a;n/a;27;70;1.1;885016.375000;0;0.0;0.0;0.0;28;3.0;221245.906250;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;82;84;84;87;81;81;87;84;81;82;84;91;77;87;85;91;79;83;83;90;77;80;85;83;80;69;84;92;82;83;87;90
813618606;0;368500;1;29;0.0;-0.0000011;n/a;n/a;n/a;27;70;1.1;963382.125000;0;0.0;0.0;0.0;28;0.0;212455.281250;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;86;85;84;83;84;88;78;87;81;81;82;85;84;88;84;82;86;91;83;81;93;87;81;84;85;80;83;89;87;86;80;82
813619604;0;368500;1;28;0.0;-0.0000023;n/a;n/a;n/a;28;inf;1.1;1023964.125000;0;0.0;0.0;0.0;28;58;212125.562500;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;84;88;89;88;79;83;79;79;83;93;86;86;87;80;80;79;81;85;88;86;85;88;83;86;86;90;85;85;83;82;82;78
813620602;0;368500;1;30;0.0;-0.0000066;n/a;n/a;n/a;27;inf;1.0;922981.812500;0;0.0;0.0;0.0;28;0.0;192290.906250;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;84;82;87;83;80;79;84;94;86;91;85;82;83;85;94;83;84;85;85;86;80;63;85;89;85;88;80;81;84;83;86;83
813621601;0;368500;1;32;0.0;0.00000087;n/a;n/a;n/a;28;inf;1.1;857190.062500;0;0.0;0.0;0.0;28;0.0;171669.421875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;85;82;84;92;88;84;87;84;82;80;82;86;82;90;83;85;85;80;84;89;86;81;84;83;84;81;83;82;83;89;77;83
813622599;0;368500;1;34;0.0;-0.0000042;n/a;n/a;n/a;27;70;1.1;141795.562500;0;0.0;0.0;0.0;28;0.0;188124.437500;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;81;88;85;93;80;88;79;93;89;81;86;83;90;81;77;80;84;83;89;86;77;84;80;91;82;81;83;86;86;82;77;85
813623597;0;368500;1;36;0.0;-0.0000074;n/a;n/a;n/a;27;inf;1.1;29815.384766;0;0.0;0.0;0.0;28;58;176615.390625;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;78;87;83;91;75;84;81;85;87;86;90;84;86;81;81;83;79;90;83;91;79;82;84;90;90;81;92;90;82;81;86;79
813624595;0;368500;1;24;0.0;-0.0000041;n/a;n/a;n/a;27;70;1.1;2771530.250000;0;0.0;0.0;0.0;28;61;197668.015625;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.7;16;89;85;86;88;80;89;90;81;86;88;93;84;82;85;79;89;86;86;82;83;79;89;84;82;84;81;90;82;84;83;83;83
813625593;0;368500;1;29;0.0;0.00000089;n/a;n/a;n/a;28;inf;1.2;1000800.000000;0;0.0;0.0;0.0;28;61;231373.906250;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.4;16;77;84;75;91;74;82;78;86;75;82;77;85;87;89;87;81;76;87;77;86;71;81;80;84;69;84;82;83;83;91;88;84
813626589;0;368500;1;35;0.0;0.0000033;n/a;n/a;n/a;27;inf;1.1;269248.218750;0;0.0;0.0;0.0;28;58;162638.296875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.5;16;82;75;92;82;82;87;85;85;86;87;82;88;85;86;86;81;81;69;94;88;81;86;82;92;88;88;86;87;81;88;85;80
813627588;0;368500;1;37;0.0;-0.0000065;n/a;n/a;n/a;27;inf;1.0;20740.740234;0;0.0;0.0;0.0;28;116;178740.734375;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;79;88;77;83;84;86;78;89;87;82;79;90;79;83;80;91;81;84;79;87;81;80;82;79;84;74;84;88;77;79;81;90
813628584;0;368500;1;36;0.0;0.0000037;n/a;n/a;n/a;27;inf;1.0;76619.250000;0;0.0;0.0;0.0;28;0.0;164719.671875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;82;88;88;78;82;86;79;93;88;86;82;79;82;85;82;78;84;87;89;81;83;92;83;89;87;87;85;73;81;85;82;80
813629583;0;368500;1;37;0.0;-0.0000022;n/a;n/a;n/a;27;63;1.0;22948.207031;0;0.0;0.0;0.0;28;116;141705.171875;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.3;16;89;78;86;84;84;80;84;88;84;82;81;91;85;90;89;85;84;77;81;85;81;75;83;86;86;88;82;83;81;87;90;88
813630580;0;368500;1;34;0.0;-0.0000042;n/a;n/a;n/a;27;70;1.0;243029.125000;0;0.0;0.0;0.0;28;387;193009.703125;0;0.0;0.0;0.0;0.0;0.20;786016;1525224;95;1.2;16;89;89;83;92;83;81;80;78;78;88;80;86;82;87;87;83;91;90;85;96;82;79;81;81;77;85;79;80;80;87;87;78
