time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
72058645;0;3350;1;-11.0;11.0;-9.5e-07;;;;0.0;142.0;1.0;3294.117676;0.0;0.0;0.0;0.0;22.0;0.0;243294.125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;88.0;100.0;100.0;100.0;100.0;88.0;88.0;88.0;100.0;88.0;88.0;88.0;100.0;88.0;88.0;75.0;75.0;88.0;100.0;88.0;88.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;88.0;75.0;75.0
72058722;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.0;344666.65625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;100.0;75.0;100.0;87.0;100.0;87.0;100.0;100.0;87.0;87.0;100.0;100.0;100.0;87.0;87.0;87.0;100.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0;100.0;87.0
72058799;0;3350;1;-11.0;11.0;-1.5e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;215.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;75.0;100.0;100.0;100.0;88.0;88.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;100.0;100.0;75.0;100.0;88.0;88.0;88.0;100.0;75.0
72058860;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;56.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.78;18;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;100.0;100.0;100.0;100.0;75.0;100.0;88.0;88.0;100.0;88.0;88.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;75.0;100.0;75.0
72058936;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;1.0;3733.333252;0.0;0.0;0.0;0.0;0.0;167.0;275733.34375;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;87.0;100.0;87.0;100.0;75.0;87.0;100.0;100.0;87.0;100.0;75.0;87.0;87.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;87.0;87.0;100.0;75.0;100.0;100.0
72058998;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.78;18;100.0;100.0;100.0;88.0;100.0;100.0;100.0;100.0;100.0;88.0;88.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;75.0;100.0;88.0;100.0;88.0;100.0;100.0;88.0;75.0;100.0;75.0;100.0;100.0
72059069;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;100.0;100.0;100.0;100.0;87.0;100.0;100.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;100.0;100.0;87.0;75.0;75.0;100.0;75.0;87.0;100.0
72059145;0;3350;1;-11.0;11.0;-9.1e-07;;;;0.0;142.0;1.0;4307.692383;0.0;0.0;0.0;0.0;22.0;64.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;75.0;100.0;88.0;88.0;100.0;100.0;100.0;100.0;88.0;100.0;75.0;100.0;88.0;100.0;100.0;100.0;75.0;88.0;75.0;88.0;100.0
72059205;0;3350;1;-11.0;11.0;-8.7e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;87.0;100.0;100.0;87.0;75.0;100.0;100.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;75.0;100.0;62.0;100.0;87.0
72059262;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;229777.78125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;100.0;100.0;100.0;100.0;88.0;100.0;100.0;100.0;100.0;88.0;75.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;100.0;100.0;75.0;75.0;88.0;100.0;88.0;100.0;100.0
72059322;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;1.0;2800.0;0.0;0.0;0.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;87.0;100.0;100.0;87.0;100.0;100.0;87.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0;100.0;100.0
72059386;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;112.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;87.0;100.0;100.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;75.0;87.0;87.0;100.0;62.0;75.0;87.0;100.0;87.0;100.0;100.0
72059461;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;112.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.78;18;100.0;100.0;100.0;100.0;100.0;100.0;88.0;75.0;100.0;88.0;88.0;88.0;100.0;100.0;88.0;100.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;75.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;100.0
72059533;0;3350;1;-11.0;11.0;-8.2e-07;;;;0.0;142.0;1.0;2947.368408;0.0;0.0;0.0;0.0;22.0;0.0;217684.203125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;100.0;100.0;75.0;100.0;100.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;87.0;100.0;100.0;75.0;87.0;100.0
72059596;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;229777.78125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;88.0;100.0;100.0;100.0;88.0;88.0;88.0;100.0;88.0;100.0;100.0;100.0;88.0;88.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;62.0;100.0;100.0;100.0;100.0;100.0;75.0;88.0;100.0
72059660;0;3350;1;-11.0;11.0;-1.4e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;88.0;100.0;100.0;88.0;100.0;88.0;100.0;75.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;100.0;100.0;62.0;100.0;100.0
72059699;0;3350;1;-11.0;11.0;-1.4e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;167.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.4;18;100.0;100.0;87.0;87.0;100.0;100.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;87.0;100.0;87.0;87.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0;100.0;87.0;87.0;100.0
72059776;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;1.0;5600.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;87.0;100.0;100.0;100.0;100.0;100.0;75.0;87.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;75.0;100.0;87.0;87.0;87.0;87.0;100.0
72059848;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;459555.5625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.39;18;100.0;100.0;100.0;88.0;88.0;100.0;100.0;88.0;100.0;75.0;100.0;75.0;88.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;88.0;100.0;75.0;100.0;88.0;100.0;75.0;100.0;88.0;100.0;88.0
72059926;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;64.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;88.0;100.0;88.0;100.0;100.0;100.0;100.0;100.0;88.0;100.0;88.0;88.0;100.0;88.0;88.0;88.0;88.0;100.0;75.0;100.0;100.0;100.0;88.0;100.0;62.0;100.0;75.0;88.0;88.0;100.0;88.0
72059998;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;100.0;87.0;100.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;62.0;100.0;87.0;100.0;87.0
72060062;0;3350;1;-11.0;11.0;-6.8e-07;;;;0.0;142.0;1.0;3111.111084;0.0;0.0;0.0;0.0;22.0;0.0;229777.78125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;100.0;100.0;88.0;100.0;88.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;88.0;100.0;100.0;100.0;75.0;100.0;88.0;100.0;100.0;100.0;88.0;88.0;100.0;88.0;75.0
72060129;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;376000.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;100.0;100.0;100.0;100.0;100.0;100.0;75.0;100.0;100.0;87.0;87.0;87.0;100.0;100.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;87.0;87.0;62.0;87.0;87.0;100.0;87.0
72060206;0;3350;1;-11.0;11.0;-1.6e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;255.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;87.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;100.0;100.0;87.0;87.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;75.0;100.0;87.0;100.0;75.0
72060270;0;3350;1;-11.0;11.0;-1.5e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390.0;459555.5625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;100.0;100.0;100.0;87.0;100.0;100.0;100.0;100.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;75.0;100.0;87.0
72060347;0;3350;1;-11.0;11.0;-1.5e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;72.0;344666.65625;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;100.0;87.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;100.0;100.0;100.0;87.0;87.0;100.0;87.0;87.0;100.0;100.0;87.0;87.0;87.0;87.0;87.0
72060405;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;1.0;3733.333252;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.78;18;100.0;88.0;100.0;88.0;100.0;100.0;100.0;88.0;100.0;100.0;100.0;100.0;75.0;88.0;88.0;88.0;100.0;88.0;100.0;88.0;75.0;88.0;100.0;88.0;100.0;88.0;88.0;88.0;88.0;75.0;100.0;88.0
72060473;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.0;376000.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;87.0;100.0;87.0;100.0;87.0;87.0;100.0;100.0;87.0;87.0;87.0;100.0;87.0;87.0;87.0;100.0;75.0;100.0;100.0;87.0;75.0;100.0;87.0;87.0;100.0;100.0;100.0;100.0;100.0;87.0;75.0;75.0
72060528;0;3350;1;-11.0;11.0;-1.4e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;64.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.4;18;87.0;100.0;100.0;87.0;75.0;100.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;100.0;62.0;100.0;75.0;100.0;100.0
72060606;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;175.0;376000.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;88.0;88.0;100.0;88.0;88.0;88.0;88.0;88.0;88.0;100.0;88.0;88.0;100.0;100.0;100.0;88.0;100.0;100.0;88.0;75.0;88.0;88.0;88.0;88.0;100.0;100.0;75.0;88.0;88.0;88.0;100.0;88.0
72060676;0;3350;1;-11.0;11.0;-1.5e-06;;;;0.0;142.0;1.0;4307.692383;0.0;0.0;0.0;0.0;22.0;136.0;318153.84375;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;0.79;18;100.0;100.0;100.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;100.0;87.0;100.0;100.0;75.0;100.0;100.0;87.0;87.0;87.0;100.0;62.0;100.0;87.0;100.0;100.0;87.0;75.0;100.0;87.0;100.0;87.0
72060753;0;3350;1;-11.0;11.0;-1.4e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;80.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;88.0;88.0;100.0;100.0;88.0;88.0;88.0;100.0;88.0;100.0;100.0;100.0;88.0;100.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;100.0;88.0;75.0;100.0;100.0;100.0;88.0;75.0;88.0
72060819;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;56.0;258500.0;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.2;18;100.0;100.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;100.0;100.0;87.0;87.0;100.0;87.0;87.0;75.0;87.0;100.0;87.0;100.0;62.0;100.0;87.0;100.0;87.0;100.0;87.0
72060893;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;1.0;3111.111084;0.0;0.0;0.0;0.0;22.0;0.0;229777.78125;0.0;0.0;0.0;0.0;1.0;0.48;952444;1719516;89.0;1.6;18;88.0;88.0;100.0;100.0;100.0;88.0;100.0;88.0;88.0;88.0;88.0;88.0;88.0;100.0;88.0;88.0;100.0;75.0;100.0;100.0;88.0;88.0;100.0;100.0;100.0;75.0;100.0;88.0;100.0;88.0;100.0;88.0
