time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
1080000.0;5;4148.147949;612740.75;0.22;884508;1656656;72;2.0;15;88;75;88;75;88;75;75.0;75;75.0;75;100.0;50.0;100.0;62.0;88.0;62.0;62;62;75.0;62;100.0;62;62.0;62;88.0;62.0;88.0;100.0;100.0;50.0;75.0;62.0
1080000.0;5;423483.84375;511225.8125;0.22;884508;1656656;72;2.0;15;87;75;87;75;87;75;75.0;62;62.0;62;100.0;37.0;100.0;62.0;75.0;75.0;75;75;75.0;62;75.0;62;87.0;62;75.0;75.0;100.0;100.0;100.0;75.0;75.0;62.0
1080000.0;5;23200.0;689333.375;0.22;884508;1656656;72;2.0;15;75;88;100;100;100;75;62.0;88;88.0;75;100.0;62.0;75.0;75.0;75.0;75.0;75;62;75.0;75;75.0;62;62.0;75;75.0;75.0;50.0;100.0;100.0;62.0;62.0;62.0
1080000.0;5;29333.332031;608000.0;0.22;884508;1656656;72;1.2;15;100;62;75;62;75;75;87.0;62;87.0;75;100.0;24.0;75.0;49.0;75.0;62.0;62;49;87.0;49;75.0;49;62.0;62;49.0;37.0;75.0;100.0;100.0;75.0;75.0;49.0
1080000.0;5;7000.0;1144000.0;0.22;884508;1656656;72;1.6;15;100;75;62;75;75;62;88.0;62;75.0;75;100.0;38.0;62.0;62.0;62.0;62.0;62;62;100.0;75;75.0;62;88.0;50;88.0;62.0;100.0;100.0;100.0;88.0;50.0;75.0
1080000.0;5;29333.332031;984761.875;0.22;884508;1656656;72;1.6;15;100;75;100;87;75;75;87.0;75;100.0;75;100.0;62.0;87.0;62.0;87.0;75.0;75;62;75.0;49;75.0;62;100.0;62;100.0;62.0;62.0;100.0;100.0;62.0;62.0;62.0
1080000.0;5;3862.068848;765793.125;0.22;884508;1656656;72;1.6;15;75;75;100;88;75;100;75.0;88;75.0;75;100.0;62.0;75.0;75.0;75.0;75.0;62;75;62.0;75;62.0;50;88.0;62;62.0;62.0;88.0;100.0;100.0;62.0;62.0;62.0
1080010.0;5;418117.65625;608235.3125;0.22;884508;1656656;72;2.4;15;75;87;75;49;100;75;100.0;100;87.0;75;100.0;62.0;100.0;62.0;75.0;75.0;87;75;75.0;75;75.0;75;75.0;62;75.0;75.0;75.0;100.0;100.0;75.0;62.0;62.0
1080010.0;5;6461.538574;477230.78125;0.22;884508;1656656;72;2.0;15;88;75;62;75;62;75;75.0;75;75.0;75;100.0;38.0;88.0;88.0;88.0;75.0;75;50;100.0;75;62.0;62;75.0;62;75.0;50.0;62.0;100.0;100.0;50.0;75.0;50.0
1080010.0;5;4666.666504;2086888.875;0.22;884508;1656656;72;2.0;15;87;75;75;75;87;75;100.0;49;75.0;62;100.0;37.0;87.0;100.0;75.0;62.0;87;75;87.0;62;100.0;62;75.0;100;75.0;62.0;75.0;100.0;100.0;24.0;75.0;49.0
1080010.0;5;53333.335938;4990666.5;0.22;884508;1656656;72;1.2;15;75;75;75;88;100;75;62.0;75;100.0;75;100.0;75.0;88.0;100.0;88.0;75.0;62;75;75.0;75;75.0;62;75.0;62;50.0;62.0;38.0;100.0;100.0;25.0;38.0;50.0
1080010.0;5;24640.0;827200.0;0.22;884508;1656656;72;1.6;15;100;75;75;75;62;75;87.0;62;87.0;62;100.0;49.0;75.0;100.0;75.0;75.0;49;62;87.0;62;100.0;62;100.0;87;75.0;75.0;87.0;100.0;100.0;62.0;75.0;62.0
1080010.0;5;545280.0;661760.0;0.22;884508;1656656;72;2.0;15;75;75;87;62;87;75;100.0;49;75.0;75;100.0;87.0;62.0;62.0;100.0;62.0;100;62;75.0;62;75.0;49;75.0;75;62.0;49.0;62.0;100.0;100.0;87.0;100.0;49.0
1080010.0;5;40484.847656;1002666.6875;0.22;884508;1656656;72;2.0;15;75;88;75;88;75;75;75.0;75;100.0;88;100.0;38.0;88.0;88.0;75.0;62.0;100;75;75.0;75;75.0;75;100.0;75;62.0;62.0;75.0;100.0;100.0;75.0;75.0;62.0
1080010.0;5;3111.111084;483555.5625;0.22;884508;1656656;72;1.2;15;100;75;75;75;75;75;88.0;88;88.0;75;100.0;50.0;75.0;62.0;75.0;75.0;75;50;50.0;62;62.0;62;75.0;50;62.0;62.0;62.0;100.0;50.0;62.0;62.0;62.0
1080010.0;5;4666.666504;1276222.25;0.22;884508;1656656;72;2.8;15;100;62;87;75;87;75;87.0;75;75.0;75;100.0;24.0;87.0;75.0;87.0;75.0;62;100;75.0;75;75.0;62;75.0;62;75.0;75.0;62.0;100.0;87.0;62.0;62.0;87.0
1080020.0;5;526461.5625;795384.625;0.22;884508;1656656;72;1.6;15;100;75;88;75;75;75;100.0;75;88.0;88;100.0;38.0;88.0;62.0;75.0;75.0;100;62;100.0;62;75.0;75;62.0;75;62.0;62.0;62.0;100.0;88.0;88.0;75.0;62.0
1080020.0;5;2434.782715;539478.25;0.22;884508;1656656;72;1.6;15;100;88;62;75;50;50;62.0;75;75.0;75;88.0;50.0;88.0;62.0;88.0;75.0;62;62;62.0;62;88.0;75;62.0;50;50.0;62.0;88.0;100.0;100.0;50.0;62.0;50.0
1080020.0;5;5090.90918;752000.0;0.22;884508;1656656;72;2.0;15;100;75;75;62;100;75;75.0;75;88.0;75;88.0;38.0;100.0;50.0;75.0;75.0;75;62;88.0;62;62.0;75;75.0;75;88.0;62.0;88.0;100.0;75.0;75.0;62.0;62.0
1080020.0;5;43310.34375;597241.375;0.22;884508;1656656;72;2.0;15;100;87;75;75;100;100;75.0;75;75.0;75;100.0;49.0;100.0;75.0;100.0;75.0;62;62;75.0;62;62.0;37;75.0;75;100.0;62.0;62.0;100.0;75.0;62.0;87.0;75.0
1080020.0;5;5600.0;918800.0;0.22;884508;1656656;72;1.2;15;100;62;75;75;100;75;75.0;62;87.0;62;87.0;24.0;87.0;75.0;75.0;62.0;62;75;75.0;49;62.0;62;62.0;49;75.0;62.0;62.0;100.0;62.0;49.0;62.0;62.0
1080020.0;5;591636.375;869090.875;0.22;884508;1656656;72;2.0;15;100;50;75;75;100;75;62.0;75;75.0;62;62.0;25.0;88.0;75.0;75.0;62.0;62;100;62.0;62;75.0;50;62.0;50;75.0;62.0;62.0;100.0;88.0;50.0;88.0;50.0
1080020.0;5;7724.138184;771310.375;0.22;884508;1656656;72;1.6;15;100;87;75;75;100;87;87.0;75;87.0;75;87.0;62.0;75.0;100.0;62.0;75.0;62;100;62.0;75;62.0;75;62.0;75;62.0;62.0;62.0;100.0;62.0;75.0;87.0;75.0
1080020.0;5;4869.56543;641391.3125;0.22;884508;1656656;72;1.6;15;100;75;75;75;100;62;75.0;75;62.0;75;87.0;62.0;75.0;75.0;87.0;49.0;75;75;62.0;62;75.0;75;87.0;62;87.0;62.0;62.0;100.0;87.0;49.0;62.0;100.0
1080020.0;5;37935.488281;592000.0;0.22;884508;1656656;72;2.0;15;100;75;75;62;100;75;62.0;75;62.0;62;75.0;50.0;75.0;62.0;75.0;50.0;62;75;88.0;62;75.0;75;75.0;62;62.0;62.0;88.0;100.0;75.0;75.0;100.0;100.0
1080020.0;5;2240.0;1141120.0;0.22;884508;1656656;72;1.6;15;100;75;75;87;100;75;75.0;75;100.0;62;75.0;37.0;75.0;62.0;49.0;62.0;49;49;87.0;62;62.0;49;75.0;49;62.0;37.0;75.0;100.0;75.0;49.0;100.0;75.0
1080020.0;5;470896.53125;809379.3125;0.22;884508;1656656;72;2.0;15;100;75;75;49;100;62;75.0;62;75.0;62;75.0;24.0;75.0;62.0;87.0;49.0;62;49;62.0;87;87.0;49;62.0;37;87.0;62.0;75.0;100.0;62.0;49.0;75.0;62.0
1080030.0;5;545280.0;856000.0;0.22;884508;1656656;72;1.6;15;100;88;62;75;100;75;100.0;88;88.0;75;88.0;38.0;75.0;75.0;88.0;62.0;62;62;75.0;62;62.0;62;75.0;75;75.0;62.0;88.0;100.0;62.0;62.0;62.0;62.0
1080030.0;5;17684.210938;580631.5625;0.22;884508;1656656;72;2.8;15;100;75;75;87;100;75;75.0;62;75.0;75;87.0;24.0;87.0;87.0;100.0;87.0;75;62;87.0;75;75.0;49;87.0;62;100.0;62.0;87.0;100.0;75.0;37.0;75.0;49.0
