time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
83498302;0;3350;1;-11.0;11.0;-7.5e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;56.0;137866.671875;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.2;18;88.0;88.0;75.0;75.0;75.0;75.0;75.0;75.0;100.0;62.0;88.0;62.0;62.0;62.0;88.0;62.0;75.0;62.0;62.0;62.0;100.0;75.0;88.0;50.0;100.0;62.0;75.0;75.0;100.0;62.0;100.0;100.0
83498380;0;3350;1;-11.0;11.0;-1.1e-06;;;;11.0;142.0;1.0;20000.0;0.0;0.0;0.0;0.0;22.0;58.0;295428.5625;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;2.0;18;100.0;75.0;75.0;88.0;62.0;88.0;88.0;75.0;88.0;75.0;100.0;75.0;75.0;75.0;88.0;50.0;75.0;75.0;75.0;62.0;88.0;50.0;88.0;75.0;100.0;62.0;62.0;75.0;100.0;62.0;88.0;100.0
83498458;0;3350;1;-11.0;11.0;-9.2e-07;;;;0.0;142.0;1.0;1647.058838;0.0;0.0;0.0;0.0;22.0;0.0;121647.0625;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;87.0;75.0;87.0;87.0;87.0;100.0;62.0;75.0;87.0;87.0;87.0;75.0;87.0;75.0;87.0;49.0;87.0;62.0;62.0;62.0;75.0;62.0;100.0;62.0;100.0;62.0;87.0;62.0;100.0;62.0;87.0;100.0
83498536;0;3350;1;-11.0;11.0;-9e-07;;;;24.0;142.0;1.0;498461.53125;0.0;0.0;0.0;0.0;22.0;114.0;318153.84375;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;100.0;75.0;75.0;75.0;88.0;100.0;100.0;88.0;50.0;75.0;75.0;62.0;88.0;62.0;62.0;50.0;75.0;62.0;75.0;75.0;88.0;50.0;75.0;62.0;100.0;62.0;62.0;62.0;100.0;62.0;75.0;100.0
83498614;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;1.0;1600.0;0.0;0.0;0.0;0.0;22.0;64.0;118171.429688;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;2.0;18;87.0;75.0;100.0;49.0;87.0;87.0;100.0;87.0;75.0;75.0;87.0;75.0;75.0;62.0;87.0;49.0;75.0;75.0;75.0;100.0;87.0;62.0;87.0;62.0;100.0;62.0;75.0;62.0;100.0;62.0;75.0;100.0
83498691;0;3350;1;-11.0;11.0;-1e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;592.0;229777.78125;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.2;18;87.0;75.0;87.0;75.0;75.0;75.0;87.0;87.0;87.0;87.0;100.0;75.0;75.0;75.0;87.0;49.0;87.0;62.0;75.0;75.0;75.0;62.0;49.0;75.0;100.0;62.0;100.0;49.0;100.0;62.0;100.0;100.0
83498769;0;3350;1;-11.0;11.0;-1.4e-06;;;;0.0;142.0;1.0;2333.333252;0.0;0.0;0.0;0.0;22.0;548.0;270000.0;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.2;18;75.0;88.0;88.0;75.0;88.0;75.0;88.0;75.0;75.0;88.0;75.0;75.0;75.0;50.0;88.0;62.0;88.0;62.0;75.0;75.0;75.0;62.0;88.0;62.0;100.0;50.0;100.0;62.0;100.0;88.0;88.0;100.0
83498846;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;640592.5625;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;2.0;18;87.0;75.0;100.0;75.0;87.0;62.0;75.0;62.0;75.0;75.0;100.0;62.0;75.0;62.0;75.0;37.0;100.0;75.0;87.0;49.0;75.0;62.0;100.0;75.0;100.0;75.0;75.0;62.0;100.0;75.0;62.0;100.0
83498922;0;3350;1;-11.0;11.0;-1.5e-06;;;;26.0;142.0;1.0;464857.15625;0.0;0.0;0.0;0.0;22.0;592.0;83714.289062;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;88.0;75.0;100.0;62.0;75.0;62.0;88.0;62.0;88.0;75.0;88.0;75.0;75.0;62.0;100.0;50.0;100.0;38.0;75.0;75.0;88.0;62.0;88.0;62.0;100.0;62.0;88.0;50.0;100.0;50.0;75.0;100.0
83498996;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;56.0;617846.125;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;75.0;87.0;100.0;49.0;87.0;75.0;87.0;49.0;75.0;75.0;100.0;75.0;87.0;75.0;87.0;49.0;100.0;49.0;87.0;87.0;100.0;62.0;87.0;87.0;100.0;62.0;87.0;49.0;100.0;62.0;75.0;100.0
83499073;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;1.0;1931.034424;0.0;0.0;0.0;0.0;22.0;703.0;313931.03125;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;75.0;75.0;75.0;88.0;75.0;75.0;100.0;75.0;75.0;75.0;100.0;75.0;75.0;75.0;88.0;38.0;88.0;75.0;100.0;62.0;88.0;75.0;88.0;75.0;88.0;62.0;62.0;62.0;100.0;75.0;88.0;100.0
83499150;0;3350;1;-11.0;11.0;-8.1e-07;;;;11.0;142.0;1.0;18666.666016;0.0;0.0;0.0;0.0;20.0;0.0;378074.0625;0.0;0.0;0.0;0.0;1.0;0.24;953148;1720200;72.0;1.6;18;88.0;88.0;75.0;75.0;75.0;75.0;75.0;100.0;88.0;75.0;100.0;75.0;75.0;75.0;100.0;62.0;75.0;75.0;100.0;62.0;62.0;62.0;75.0;50.0;100.0;62.0;88.0;62.0;100.0;62.0;62.0;100.0
