time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
813600298;0;368500;1;33;0.0;0.00000032;n/a;n/a;n/a;27;70;1.0;91148.593750;0;0.0;0.0;0.0;28;0.0;260787.156250;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;94;1.4;16;97;67;91;64;81;70;83;84;80;73;81;86;81;81;86;85;89;65;90;66;82;68;79;80;79;69;81;95;82;79;81;84
813601296;0;368500;1;29;0.0;-0.00000076;n/a;n/a;n/a;27;70;1.0;934349.187500;0;0.0;0.0;0.0;28;0.0;213079.359375;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.5;16;93;64;86;67;86;70;84;97;93;71;81;92;81;66;81;75;96;64;78;62;82;71;84;79;90;65;77;89;79;67;85;74
813602293;0;368500;1;29;0.0;0.00000089;n/a;n/a;n/a;27;70;1.1;1192672.000000;0;0.0;0.0;0.0;28;61;220256.000000;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.6;16;79;79;91;69;81;70;86;63;84;85;81;71;96;70;92;66;87;92;85;65;88;67;86;68;76;96;77;70;93;65;82;66
813603292;0;368500;1;20;0.0;-0.0000020;n/a;n/a;n/a;28;70;1.1;4634923.500000;0;0.0;0.0;0.0;28;0.0;297220.875000;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;2.0;16;90;77;94;68;88;70;81;70;81;78;80;68;94;78;80;69;90;78;91;68;87;62;79;71;82;88;77;71;96;87;77;72
813604291;0;368500;1;33;0.0;-0.0000083;n/a;n/a;n/a;27;70;1.1;301824.000000;0;0.0;0.0;0.0;28;0.0;200608.000000;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.4;16;90;82;87;71;83;70;84;62;84;75;94;65;97;76;78;64;84;85;85;69;80;67;85;66;88;75;95;68;87;83;77;66
813605290;0;368500;1;34;0.0;-0.0000039;n/a;n/a;n/a;27;70;1.1;125513.945312;0;0.0;0.0;0.0;28;0.0;234199.203125;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.3;16;84;70;88;64;80;69;88;74;83;78;96;66;98;84;82;61;72;66;86;66;79;65;84;72;87;83;84;67;90;92;84;67
813606289;0;368500;1;26;0.0;-0.0000070;n/a;n/a;n/a;28;70;1.0;2763008.000000;0;0.0;0.0;0.0;28;0.0;220640.000000;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.8;16;85;78;86;69;81;67;93;62;85;73;93;68;90;94;78;70;73;70;88;69;81;67;88;67;85;86;95;71;90;79;74;67
813607287;0;368500;1;29;0.0;-0.0000038;n/a;n/a;n/a;27;70;1.1;989654.625000;0;0.0;0.0;0.0;28;0.0;226987.953125;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;95;1.5;16;78;74;90;79;81;74;74;71;80;79;81;73;86;86;85;88;74;75;86;75;84;77;78;78;85;83;87;69;80;79;85;85
813608285;0;368500;1;37;0.0;-0.0000052;n/a;n/a;n/a;27;70;1.0;23132.529297;0;0.0;0.0;0.0;28;0.0;159871.484375;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;94;1.3;16;80;77;87;68;85;78;83;76;87;80;82;68;83;93;83;69;81;83;87;66;85;79;85;71;83;81;83;71;80;88;79;72
813609284;0;368500;1;33;0.0;-0.0000064;n/a;n/a;n/a;27;70;1.1;132908.359375;0;0.0;0.0;0.0;28;0.0;268653.375000;0;0.0;0.0;0.0;0.0;0.20;785936;1525224;94;1.4;16;87;87;86;78;88;82;89;82;82;79;74;79;82;81;81;81;89;88;83;71;87;75;89;78;89;87;89;76;83;82;64;77
