time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
1080000.0;5;4666.666504;344666.65625;0.22;884504;1656796;29.0;2.0;15;100.0;100.0;75.0;100.0;75.0;100.0;75.0;100.0;75.0;87.0;100.0;87.0;75.0;49.0;100.0;75.0;100.0;87.0;75.0;100.0;87.0;75.0;100.0;75.0;75.0;87.0;87.0;87.0;75.0;100.0;100.0;75.0
1080000.0;5;3733.333252;689333.375;0.22;884504;1656796;29.0;2.0;15;100.0;100.0;87.0;87.0;100.0;100.0;75.0;100.0;87.0;87.0;100.0;75.0;75.0;75.0;100.0;87.0;100.0;87.0;75.0;100.0;75.0;49.0;100.0;87.0;75.0;87.0;62.0;75.0;62.0;100.0;100.0;75.0
1080000.0;5;2545.45459;376000.0;0.22;884504;1656796;29.0;1.6;15;100.0;100.0;75.0;100.0;75.0;100.0;87.0;87.0;75.0;75.0;100.0;75.0;75.0;75.0;100.0;87.0;100.0;75.0;75.0;100.0;87.0;87.0;100.0;87.0;62.0;75.0;62.0;75.0;75.0;100.0;100.0;62.0
1080000.0;5;5090.90918;376000.0;0.22;884504;1656796;29.0;1.6;15;100.0;100.0;75.0;100.0;88.0;100.0;75.0;100.0;75.0;88.0;100.0;88.0;75.0;75.0;100.0;88.0;100.0;62.0;62.0;100.0;75.0;75.0;100.0;75.0;75.0;75.0;100.0;75.0;62.0;75.0;100.0;88.0
1080000.0;5;0.0;393904.75;0.22;884504;1656796;29.0;1.2;15;100.0;100.0;75.0;75.0;75.0;100.0;75.0;87.0;75.0;75.0;100.0;75.0;75.0;87.0;100.0;75.0;100.0;100.0;75.0;100.0;87.0;87.0;87.0;75.0;75.0;75.0;100.0;75.0;75.0;87.0;100.0;62.0
1080000.0;5;8000.0;196952.375;0.22;884504;1656796;29.0;1.6;15;100.0;87.0;75.0;87.0;87.0;100.0;62.0;100.0;62.0;75.0;100.0;75.0;87.0;87.0;100.0;100.0;100.0;87.0;75.0;100.0;75.0;75.0;87.0;75.0;62.0;75.0;100.0;75.0;62.0;87.0;100.0;75.0
1080000.0;5;2800.0;620400.0;0.22;884504;1656796;29.0;2.0;15;100.0;75.0;88.0;88.0;75.0;100.0;75.0;100.0;88.0;100.0;100.0;75.0;75.0;62.0;100.0;100.0;100.0;100.0;88.0;100.0;75.0;88.0;100.0;75.0;75.0;75.0;38.0;62.0;88.0;88.0;100.0;88.0
1080010.0;5;4666.666504;517000.0;0.22;884504;1656796;29.0;1.6;15;100.0;75.0;75.0;88.0;75.0;100.0;75.0;100.0;75.0;100.0;100.0;100.0;88.0;88.0;100.0;88.0;100.0;100.0;75.0;88.0;75.0;62.0;88.0;75.0;75.0;75.0;88.0;62.0;75.0;75.0;100.0;100.0
1080010.0;5;4666.666504;344666.65625;0.22;884504;1656796;29.0;2.0;15;100.0;87.0;87.0;87.0;75.0;100.0;100.0;100.0;75.0;100.0;100.0;87.0;75.0;100.0;100.0;100.0;100.0;100.0;87.0;75.0;62.0;87.0;75.0;75.0;75.0;75.0;62.0;62.0;75.0;87.0;100.0;75.0
1080010.0;5;5090.90918;376000.0;0.22;884504;1656796;29.0;1.2;15;62.0;75.0;75.0;87.0;100.0;87.0;100.0;100.0;87.0;100.0;100.0;100.0;75.0;75.0;100.0;100.0;100.0;100.0;75.0;75.0;62.0;100.0;87.0;87.0;75.0;100.0;37.0;62.0;75.0;75.0;100.0;75.0
1080010.0;5;5333.333496;393904.75;0.22;884504;1656796;29.0;1.6;15;62.0;75.0;75.0;75.0;100.0;88.0;88.0;100.0;75.0;100.0;75.0;88.0;62.0;88.0;100.0;100.0;100.0;100.0;62.0;75.0;75.0;100.0;62.0;88.0;75.0;75.0;75.0;100.0;75.0;62.0;100.0;75.0
1080010.0;5;2240.0;330880.0;0.22;884504;1656796;29.0;1.6;15;75.0;88.0;100.0;75.0;75.0;50.0;75.0;100.0;75.0;75.0;100.0;75.0;50.0;88.0;100.0;88.0;88.0;100.0;62.0;88.0;75.0;100.0;75.0;75.0;75.0;75.0;62.0;100.0;100.0;75.0;100.0;88.0
1080010.0;5;1647.058838;364941.1875;0.22;884504;1656796;29.0;2.4;15;100.0;100.0;75.0;75.0;75.0;100.0;75.0;100.0;75.0;75.0;87.0;87.0;75.0;100.0;87.0;75.0;62.0;100.0;62.0;62.0;62.0;49.0;75.0;75.0;49.0;75.0;62.0;100.0;100.0;75.0;100.0;62.0
1080010.0;5;8960.0;661760.0;0.22;884504;1656796;29.0;1.6;15;75.0;100.0;100.0;100.0;62.0;100.0;75.0;88.0;62.0;88.0;62.0;100.0;100.0;100.0;62.0;100.0;88.0;38.0;50.0;75.0;62.0;88.0;50.0;100.0;62.0;75.0;62.0;75.0;100.0;88.0;100.0;75.0
1080010.0;5;0.0;165440.0;0.22;884504;1656796;29.0;1.6;15;87.0;100.0;100.0;75.0;87.0;100.0;75.0;75.0;87.0;75.0;87.0;87.0;100.0;100.0;100.0;87.0;87.0;62.0;62.0;75.0;87.0;75.0;87.0;100.0;75.0;75.0;75.0;87.0;100.0;100.0;100.0;75.0
1080010.0;5;10666.666992;590857.125;0.22;884504;1656796;29.0;1.6;15;75.0;100.0;100.0;75.0;75.0;100.0;75.0;75.0;100.0;88.0;75.0;88.0;100.0;75.0;100.0;100.0;88.0;75.0;75.0;75.0;62.0;75.0;62.0;100.0;38.0;100.0;75.0;88.0;100.0;100.0;100.0;62.0
